ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
304	371	1	4	0.000000	769.016173	604.614555	0.000000	0.000000	0	1128	0
305	123	2	2	0.000000	837.520325	386.853659	0.000000	0.000000	0	625	0
306	30	1	1	0.000000	757.733333	422.166667	0.000000	0.000000	0	416	0
307	282	0	0	0.000000	31.099291	27.921986	0.000000	0.000000	0	39	0
308	10114	1	1	0.000000	54.330038	52.663338	0.000000	0.000000	0	1316	0
309	2336	1	1	0.000000	54.280822	53.436644	0.000000	0.000000	0	384	0
310	5	2	3	0.000000	197.800000	197.000000	0.000000	0.000000	0	117	0
311	2	2	1	0.000000	140.000000	138.000000	0.000000	0.000000	0	77	0
312	31	1	1	0.000000	125.580645	123.419355	0.000000	0.000000	0	142	0
313	2	2	2	0.000000	171.000000	169.000000	0.000000	0.000000	0	82	0
314	5	2	2	0.000000	162.000000	105.200000	0.000000	0.000000	0	105	0
315	1225	2	3	0.000000	504.889796	436.841633	0.000000	0.000000	0	1719	0
316	14786	1	2	0.000000	55.235561	52.747261	0.000000	0.000000	0	2117	0
317	11	1	1	0.000000	61.000000	61.000000	0.000000	0.000000	0	76	0
318	2	2	2	0.000000	147.000000	146.500000	0.000000	0.000000	0	104	0
319	16	2	1	0.000000	97.062500	96.062500	0.000000	0.000000	0	79	0
320	1	1	1	0.000000	55.000000	54.000000	0.000000	0.000000	0	38	0
321	35	1	1	0.000000	58.314286	58.314286	0.000000	0.000000	0	24	0
322	44	1	1	0.000000	58.340909	58.340909	0.000000	0.000000	0	29	0
323	2	4	1	0.000000	1103.000000	926.000000	0.000000	0.000000	0	586	0
324	2	2	1	0.000000	199.000000	197.000000	0.000000	0.000000	0	90	0
325	2496	0	1	0.000000	50.042067	46.797276	0.000000	0.000000	0	318	0
326	13335	0	0	0.000000	53.088039	50.838020	0.000000	0.000000	0	1725	0
327	8856	1	1	0.000000	76.576445	73.422313	0.000000	0.000000	0	1686	0
328	6	1	2	0.000000	326.000000	321.833333	0.000000	0.000000	0	172	0
329	488	2	2	0.000000	545.243852	436.290984	0.000000	0.000000	0	909	0
330	10123	0	1	0.000000	55.236195	53.667391	0.000000	0.000000	0	1383	0
331	2648	0	0	0.000000	51.746979	50.115181	0.000000	0.000000	0	365	0
332	67	1	1	0.000000	471.761194	276.074627	0.000000	0.000000	0	312	0
333	4089	0	0	0.000000	55.721203	51.806310	0.000000	0.000000	0	577	0
334	18677	0	0	0.000000	54.629705	51.924078	0.000000	0.000000	0	2455	0
335	4	2	1	0.000000	148.000000	148.000000	0.000000	0.000000	0	102	0
336	9	0	3	0.000000	134.333333	134.333333	0.000000	0.000000	0	144	0
337	239	1	1	0.000000	216.866109	138.179916	0.000000	0.000000	0	278	0
338	6	1	2	0.000000	113.166667	113.166667	0.000000	0.000000	0	51	0
339	31	1	2	0.000000	169.483871	166.032258	0.000000	0.000000	0	69	0
340	43	2	2	0.000000	206.302326	119.372093	0.000000	0.000000	0	97	0
341	71	1	1	0.000000	157.802817	150.098592	0.000000	0.000000	0	100	0
342	3967	0	0	0.000000	47.239476	46.015881	0.000000	0.000000	0	477	0
343	8391	0	0	0.000000	60.740079	58.663091	0.000000	0.000000	0	1240	0
344	571	2	2	0.000000	200.243433	143.213660	0.000000	0.000000	0	356	0
345	4365	1	0	0.000000	57.471019	55.268729	0.000000	0.000000	0	649	0
